date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2014-04,BOX,2016-12-25,LSrOx8LbJZhXhTf5pMAQjA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,7,vp,2000,computer software,linkedin.com/company/infer-inc-,united states,austin,"austin, texas, united states",texas,"infer, inc.",infer.com,cxo,chief revenue officer,sales,business_development,sales,male,accounts,executive vice president of worldwide sales,bachelors,1991,anthropology,united states,dartmouth college,home.dartmouth.edu,1987,,23
2008-08,BOX,2016-12-25,clQryVyIxvcmOXicFFVUnA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,communication,honduras,uc santa barbara,ucsb.edu,2008,1,,1944,higher education,linkedin.com/company/ucsantabarbara,united states,santa barbara,"santa barbara, california, united states",california,ultimate closer sdn. bhd,ultimateclosermasterclass.com,,doctoral student,,,operations,female,office_management,office manager,bachelors,2006,italian,united states,princeton university,princeton.edu,2002,,2
2020-07,BOX,2022-08-15,6ewUgaoORkssVdQFrE7ijg_0000,32,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,,consumer goods,linkedin.com/company/green-ox,united states,eureka,"eureka, california, united states",california,green ox,greenoxinc.com,director,"director, sales and strategic partnerships",sales,accounts,sales,male,accounts,senior account executive,,,,,,,,,
2016-02,BOX,2019-12-07,lG18zlCGH86r7ScqM27Bog_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united kingdom,,,,,,,,2,vp,2011,human resources,linkedin.com/company/move-guides,united kingdom,london,"london, greater london, united kingdom",greater london,move guides,moveguides.com,manager,general manager and vice president emea and apac,,,sales,male,accounts,"vice president, enterprise sales, northern europe",,,,,,,,,
2016-07,BOX,2016-12-25,MIvwpi8eEkyFxhLv8NS4Pw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,director,,management consulting,linkedin.com/company/microsoft-windows-community,united kingdom,london,"london, greater london, united kingdom",greater london,microsoft windows community,facebook.com/afabricaprod,,angel investor,finance,investment,,male,,"director, foundational services",,,,,,,,,
2019-08,BOX,2023-01-16,gn3sIl-hg4e83stP8ZQBdA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,2017,financial services,linkedin.com/company/brexhq,united states,san francisco,"san francisco, california, united states",california,brex,brex.com,,software engineer,engineering,software,engineering,male,software,software engineering intern,,,,,,,,,
2020-08,BOX,2023-08-01,q5S21XZMXVMH5fre6GXZZA_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2003,computer software,linkedin.com/company/ringcentral,united states,belmont,"belmont, california, united states",california,ringcentral,ringcentral.com,manager,"senior manager, web development",engineering,web,engineering,,web,"manager, web development",,,,,,,,,
2018-12,BOX,2023-07-28,p8wdTdJB7UzVVi1LguOnHQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,australia,,,,,,,,1,,2007,computer software,linkedin.com/company/zendesk,united states,san francisco,"san francisco, california, united states",california,zendesk,zendesk.com,senior,senior named smb customer account executive,sales,accounts,sales,male,business_development,business development representative,bachelors,2010,management,new zealand,auckland university of technology,aut.ac.nz,2006,,8
2015-06,BOX,2016-12-25,krppNXhZwu6W1v8L0GbTgw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2011,"health, wellness and fitness",linkedin.com/company/ariix,united states,bountiful,"bountiful, utah, united states",utah,ariix,ariix.com,manager,junior sales manager,sales,accounts,engineering,male,information_technology,it support specialist,bachelors,2012,psychology,united states,"university of california, berkeley",berkeley.edu,2008,,3
2019-10,BOX,2020-06-20,Ism9MnQpAkDUnsFfoOTIUg_0000,42,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,2003,computer software,linkedin.com/company/docusign,united states,san francisco,"san francisco, california, united states",california,docusign,docusign.com,senior,senior solution architect,,,sales,male,accounts,senior sales engineer,bachelors,2004,computer science,,northwestern university,,2001,,15
2019-09,BOX,2021-02-12,sQldSWoN9gENPDriRsd1tA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,business,united states,saint mary's college of california,stmarys-ca.edu,2018,0,senior,,utilities,linkedin.com/company/pacificgasandelectric,united states,oakland,"oakland, california, united states",california,pacific gas and electric company,pge.com,,product manager,operations,product,operations,male,,senior business system analyst,bachelors,2007,theology,united states,virginia tech,vt.edu,2003,,12
2021-02,BOX,2023-08-01,1EMNIdW3-zQWoeyMhepucA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2005,computer science,united states,university of southern california,usc.edu,2003,4,,2012,biotechnology,linkedin.com/company/benchling,united states,san francisco,"san francisco, california, united states",california,benchling,benchling.com,,software engineer,engineering,software,engineering,male,software,staff software engineer,bachelors,2003,computer engineering,india,university of mumbai,mu.ac.in,1999,16,18
2015-07,BOX,2021-12-11,38XktlShEqCPad-pO00o3g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,ireland,masters,2012,management,united states,duke university,duke.edu,2011,2,manager,1953,consumer goods,linkedin.com/company/general-paints-group,ireland,celbridge,"celbridge, leinster, ireland",leinster,general paints group,generalpaintsgroup.com,manager,business development manager,sales,business_development,customer_service,female,customer_success,customer success manager,bachelors,2011,environmental engineering,ireland,trinity college dublin,tcd.ie,2007,3,4
2016-07,BOX,2017-12-04,81EBvoTChmgByMAYmLWc7A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1991,computer software,linkedin.com/company/opentext,canada,waterloo,"waterloo, ontario, canada",ontario,opentext,opentext.com,senior,senior account executive,sales,accounts,sales,male,accounts,account executive,bachelors,2008,economics,united states,texas a&m university,tamu.edu,2003,,8
2022-04,BOX,2023-03-28,UyXXl-C-aGj1s3Rx6bZBEg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2005,,linkedin.com/company/zinniatm,united states,greenwich,"greenwich, connecticut, united states",connecticut,zinnia,zinnia.com,manager,shift manager and barista,,,operations,female,,box business fellow,bachelors,2022,psychology,united states,macalester college,macalester.edu,2018,,0
2020-05,BOX,2021-02-12,R6n93eXbX7rann4MoB74gA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2016,organizational leadership,,university of massachusetts global,,2013,1,manager,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,manager,global enablement lead - google workspace,,,sales,male,accounts,gtm - ww sales productivity lead - commercial,bachelors,2011,,united states,pace university,pace.edu,2006,4,9
2009-01,BOX,2021-06-10,Epkg9uoNjmIAKacPqI-7vA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united kingdom,,,,,,,,1,,1995,education management,linkedin.com/company/hill-holt-wood,united kingdom,lincoln,"lincoln, lincolnshire, united kingdom",lincolnshire,hill holt wood,hillholtwood.com,,forester,,,,male,,warehouse worker,,,,,,,,,
2015-02,BOX,2016-12-25,-sgTU-bCi7RrfmEK2lUl0Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,senior,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,senior,senior software engineer,engineering,software,engineering,male,software,senior software engineer platform,,,,,,,,,
2023-01,BOX,2023-07-13,xUCi0EgCIyB0y0AYTpn1Ig_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,1911,electrical/electronic manufacturing,linkedin.com/company/s&c-electric-company,united states,chicago,"chicago, illinois, united states",illinois,s&c electric company,sandc.com,senior,senior talent enablement coordinator,human_resources,recruiting,human_resources,female,recruiting,recruiter,,,,,,,,,
2019-09,BOX,2019-12-07,qZhv5xqK4C0ynpNsuobJGQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,germany,,,,,,,,1,,2001,computer software,linkedin.com/company/blue-prism-limited,united states,town of windsor,"town of windsor, connecticut, united states",connecticut,blue prism,blueprism.com,director,strategic account director,operations,,operations,female,,strategic accounts,,,,,,,,,
2019-04,BOX,2019-06-12,icaqmLCZOMjaYPUwx1wQfQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2008,internet,linkedin.com/company/twilio-inc-,united states,san francisco,"san francisco, california, united states",california,twilio,twilio.com,,enterprise account executive,sales,accounts,sales,male,accounts,large enterprise account executive - healthcare,bachelors,2007,marketing,united states,loyola university chicago,luc.edu,2003,,12
2012-01,BOX,2023-11-01,6MNoszhi1PlUAxseysnDAw_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,italy,,,,,,,,1,,1996,marketing and advertising,linkedin.com/company/selling-&-service-s-r-l-,italy,taranto,"taranto, puglia, italy",puglia,selling & service s.r.l.,sellingservice.it,,visual merchandiser,,,,female,,assistente alle vendite,,,,,,,,,
2015-07,BOX,2016-12-25,Fq2joFxc9zEgKfL-yupcHA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,manager,2011,computer software,linkedin.com/company/intercom,united states,san francisco,"san francisco, california, united states",california,intercom,intercom.com,director,"director, chief of staff",,,marketing,female,,"senior manager, platform marketing and programs",bachelors,2007,political science,united states,brown university,brown.edu,2003,,8
2020-05,BOX,2021-02-12,mmOtxPZKQvZcoB7uBfcZXw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,france,masters,1992,electronics,united kingdom,university of bristol,bristol.ac.uk,1991,2,senior,2006,information technology and services,linkedin.com/company/amazon-web-services,united states,seattle,"seattle, washington, united states",washington,amazon web services,aws.amazon.com,senior,senior account executive - aws emea - end user computing,sales,accounts,sales,male,accounts,senior account executive in charge of ibm emea south and global systems integrators,,,,,,,,28,
2018-01,BOX,2019-12-07,2qbR4RIprAKhl24Irm3sXw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,,,,,,,,2,,1993,computer software,linkedin.com/company/redwood-software,united states,frisco,"frisco, texas, united states",texas,redwood software,redwood.com,,enterprise account executive,sales,accounts,sales,,accounts,enterprise account executive,bachelors,2002,mathematics,,,,1997,,16
2015-11,BOX,2023-07-01,JYZYBcPmAvZ201oxXHYjlQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,france,,,,,,,,3,,,,,,,,,sas phenix,,,chef,,,,,,chef de chantier,,,,,,,,,
2015-09,BOX,2016-12-25,JTmECupdm-wgf5IOUOCe5Q_0000,33,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2013,logistics and supply chain,linkedin.com/company/flexport,united states,san francisco,"san francisco, california, united states",california,flexport,flexport.com,,enterprise account executive,sales,accounts,sales,male,accounts,account executive,bachelors,2005,history,united states,ucla,ucla.edu,2000,,10
2019-01,BOX,2021-02-12,xV6xeCN-RIFTBqvl5uPjAQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,norway,masters,2008,management,norway,handelshøyskolen bi,bi.edu,2007,2,senior,1911,information technology and services,linkedin.com/company/ibm,united states,new york,"new york, new york, united states",new york,ibm,ibm.com,manager,"risk and compliance lead - watson financial services - nordics, benelux, cee",finance,,,male,,senior director nordics and benelux,,,,,,,,11,
2016-03,BOX,2018-11-11,sawu9Lv2ahPBb4gMjOdh9g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1636,higher education,linkedin.com/company/harvard-university,united states,cambridge,"cambridge, massachusetts, united states",massachusetts,harvard university,harvard.edu,,faculty dean's assistant,education,education_administration,human_resources,female,recruiting,recruiting coordinator,bachelors,2014,psychology,united states,harvard university,harvard.edu,2010,,2
2019-08,BOX,2019-12-07,MbqsE7ddvx7iVHDjb2HVHA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,1988,computer science,canada,the university of british columbia,ubc.ca,1982,2,,2014,internet,linkedin.com/company/outreach-saas,united states,seattle,"seattle, washington, united states",washington,outreach,outreach.io,senior,senior software engineer,engineering,software,engineering,female,software,software engineer,bachelor of engineering,2011,communications,china,zhejiang university,zju.edu.cn,2007,31,8
2015-07,BOX,2023-01-16,93B1gV0L1l1OqugRS7J5Rg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2004,internet,linkedin.com/company/meta,united states,menlo park,"menlo park, california, united states",california,meta,meta.com,,system administrator,,,engineering,male,systems,systems engineer i,,,,,,,,,
2013-11,BOX,2018-11-11,oriz1PfrLGoteNAX39CH0Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,senior,2010,information technology and services,linkedin.com/company/jumio-corporation,united states,palo alto,"palo alto, california, united states",california,jumio corporation,jumio.com,,sales executive,sales,accounts,sales,female,accounts,senior corporate account executive,bachelors,2000,communication,united states,"california state university, chico",csuchico.edu,1995,,13
2022-05,BOX,2022-06-09,E5ZKFASmfBpoqxYBvjlObA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2010,information technology and services,linkedin.com/company/freshworks-inc,united states,san mateo,"san mateo, california, united states",california,freshworks,freshdesk.com,,mid-market account executive,sales,accounts,sales,male,accounts,account executive ii,,,,,,,,,
2014-04,BOX,2016-12-25,3ATmLUaOJQDgOj1mZzO0Fw_0000,36,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,manager,2007,computer software,linkedin.com/company/mobileiron,united states,mountain view,"mountain view, california, united states",california,mobileiron,mobileiron.com,manager,customer success communications manager,customer_service,customer_success,customer_service,female,customer_success,senior customer success manager,bachelors,2000,hospitality,united states,cornell university,cornell.edu,1997,,14
2016-05,BOX,2018-10-11,7ppIQ4FMEKg9a7J2OBFxBA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,,,,,,,,1,manager,2016,information technology and services,linkedin.com/company/theknowledgesociety,,,,,the knowledge society (tks),theksociety.com,owner,co-founder,,,operations,male,product,"product lead, deep learning and ai",,,,,,,,,
2021-02,BOX,2023-07-01,mAvqZw0bRVyBM2KIZWOBkg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,,enterprise workspace specialist,,,sales,male,accounts,enterprise account executive,bachelors,2012,,,rutgers university,,2008,,9
2018-03,BOX,2019-12-07,s-JKBqtVQDGL3pltY5qtQQ_0000,33,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2011,clinical psychology,united states,the chicago school,thechicagoschool.edu,2009,3,manager,2008,computer software,linkedin.com/company/appdynamics,united states,san francisco,"san francisco, california, united states",california,appdynamics,appdynamics.com,manager,"senior customer success manager, strategic accounts",customer_service,customer_success,customer_service,female,customer_success,large enterprise customer success manager,bachelors,2007,anthropology,united states,ucla,ucla.edu,2003,7,11
2016-08,BOX,2017-12-04,Ml4VsLKYc9o9dZSc41MgBQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,2014,consumer services,linkedin.com/company/venuenext,united states,allentown,"allentown, pennsylvania, united states",pennsylvania,venuenext,venuenext.com,,network operations center engineer and devops engineer,engineering,network,engineering,male,,operations center engineer,bachelors,2014,computer science,united states,sam houston state university,shsu.edu,2011,,2
2022-11,BOX,2024-03-12,E94-8BJAwkQIX-UBozjOOw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,2012,marketing and advertising,linkedin.com/company/tiktok,united states,los angeles,"los angeles, california, united states",california,tiktok,tiktok.com,,high value acquisition - smb,operations,,operations,male,,outbound business representative,bachelors,2019,political science and government,,northeastern university,,2014,,3
2015-07,BOX,2017-12-05,KpczgumBcy4VARqj04ArnA_0000,23,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1999,internet,linkedin.com/company/salesforce,united states,san francisco,"san francisco, california, united states",california,salesforce,salesforce.com,,"business development representative, salesforceiq",sales,business_development,sales,female,accounts,sales recruiter,bachelors,2014,media studies,united states,"university of california, berkeley",berkeley.edu,2010,,1
2024-02,BOX,2024-03-11,MvIh4R7BLjzfPtWAJzA5tQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,manager,2011,computer & network security,linkedin.com/company/crowdstrike,united states,,united states,,crowdstrike,crowdstrike.com,manager,soc manager - falcon complete mdr,,,,male,,"team manager ii, security incident response team",bachelors,2020,cybersecurity,united states,wgu tennessee,wgu.edu,2019,,4
2019-06,BOX,2024-03-11,EFLYAGsprthwVjnBexOblg_0000,27,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2018,,united states,quantic school of business and technology,quantic.edu,2017,2,,1921,hospital & health care,linkedin.com/company/cleveland-clinic,united states,cleveland,"cleveland, ohio, united states",ohio,cleveland clinic,clevelandclinic.org,manager,senior manager clinical operations,health,,,male,,solutions consultant,bachelors,2014,kinesiology,united states,university of wisconsin - madison,wisc.edu,2011,1,5
2022-01,BOX,2022-03-29,ya6n6DXHClTKic98RVEW7w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2016,education,united states,ohio university,ohio.edu,2014,1,senior,2010,internet,linkedin.com/company/angellist,united states,san francisco,"san francisco, california, united states",california,angellist,angel.co,,venture account executive,sales,accounts,sales,male,accounts,senior account executive,bachelors,2012,,united states,the college of wooster,wooster.edu,2009,6,10
2017-11,BOX,2021-02-12,2-EIr2b9CviOi7Nt2B9xRQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,8,director,,,,,,,,grit new york,,,project manager,operations,project_management,,,,brand director,bachelor of commerce,2007,economics,south africa,university of south africa/universiteit van suid - afrika,unisa.ac.za,2001,,10
2018-02,BOX,2023-07-01,kZdrf5YI5wmxOcmldLREUg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,1999,internet,linkedin.com/company/salesforce,united states,san francisco,"san francisco, california, united states",california,salesforce,salesforce.com,,account executive,sales,accounts,sales,male,accounts,enterprise sales,,,,,,,,,
2009-12,BOX,2016-12-25,qOCCLGWhT2F5qD4DHpEGbw_0000,23,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,1789,law practice,linkedin.com/company/usattorneys,united states,washington,"washington, district of columbia, united states",district of columbia,united states attorneys' offices,,,law clerk,legal,,sales,male,accounts,enterprise sales,bachelors,2008,political science,japan,stanford university,stanford.edu,2004,,1
2021-10,BOX,2021-10-18,4nw2pH0fzTU2N-q-ZxBWQA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,6,,1976,consumer electronics,linkedin.com/company/apple,united states,cupertino,"cupertino, california, united states",california,apple,apple.com,,capacity engineer at apple,engineering,,engineering,male,,principle capacity and performance engineer,,,,,,,,,
2022-04,BOX,2022-06-08,wI3nY9iXYWc6g0IQaz9Bpw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,japan,,,,,,,,6,,2012,computer software,linkedin.com/company/snowflake-computing,united states,san mateo,"san mateo, california, united states",california,snowflake,snowflake.com,,account executive,sales,accounts,sales,male,accounts,account executive,,,,,,,,,
2019-01,BOX,2023-10-16,0TEt59-BacjPSk7VtXUX-A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,,,,,,,,,1,,,,,,,,,,,,freelance sales recruiter,sales,accounts,human_resources,,recruiting,gtm recruiter,,,,,,,,,
2021-05,BOX,2021-06-10,HiMIBtVnoGGYujy3PIhLrg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,manager,2016,computer software,linkedin.com/company/vast-data,united states,,united states,,vast data,vastdata.com,manager,senior business operations manager,operations,,operations,female,,procurement operations manager,bachelors,1998,business administration,,california state university,,1995,,23
2015-08,BOX,2016-12-25,lrD3EZQddsClhuN22UqqiA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2014,hospital & health care,linkedin.com/company/cloverhealth,united states,nashville,"nashville, tennessee, united states",tennessee,clover health,cloverhealth.com,manager,sales operations manager,sales,accounts,sales,female,accounts,contact acquisition specialist - sales operations,bachelors,2011,political science,united states,university of colorado boulder,colorado.edu,2007,,4
2021-01,BOX,2024-02-19,QSlItfhVJKtczrmd6rUGeg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,manager,1994,internet,linkedin.com/company/amazon,united states,seattle,"seattle, washington, united states",washington,amazon,amazon.com,manager,senior engineering manager,engineering,,engineering,male,,"senior manager, quality engineering",bachelors,1999,computer science,united states,the university of iowa tippie college of business,tippie.uiowa.edu,1997,,22
2020-07,BOX,2021-02-12,MERxO20ktM0aMS7KiovSnw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2011,computer science,united states,university of southern california,usc.edu,2009,5,manager,2015,insurance,linkedin.com/company/hippo-insurance,united states,palo alto,"palo alto, california, united states",california,hippo insurance,myhippo.com,manager,senior engineering manager,engineering,,engineering,,,engineering manager,bachelors,2009,computer science,china,xi'an university of posts and telecommunications,xupt.edu.cn,2004,9,11
2021-06,BOX,2024-03-12,2qM99UYR9kDAJeY1jIKMWQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of business administration,2016,marketing,united states,the university of chicago booth school of business,chicagobooth.edu,2014,5,director,,,linkedin.com/company/roll-ai,united states,san francisco,"san francisco, california, united states",california,roll,roll.ai,owner,co-founder,,,operations,female,product,"director of product management, head of partner ecosystem and app marketplace",bachelors,2006,economics,,duke university,,2002,5,15
2021-12,BOX,2023-10-16,1Ol2l1eqzsPhEOsRUUkb7A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,italy,,,,,,,,0,owner,,,,,,,,nuclear,,owner,founder,,,,male,,founder,bachelors,2021,management,italy,università bocconi,unibocconi.eu,2018,,0
2014-12,BOX,2017-12-04,9P3WRcPX4mbKSXtjkmhtYw_0000,33,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,director,2008,internet,linkedin.com/company/airbnb,united states,san francisco,"san francisco, california, united states",california,airbnb,airbnb.com,director,head of global procurement,,,,male,,head of global procurement,,,,,,,,,
2021-08,BOX,2023-11-01,4DOqCMGWUHTMa8K57BSSxQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1900,management consulting,linkedin.com/company/deloitte,united states,new york,"new york, new york, united states",new york,deloitte,deloitte.com,,risk and financial advisory,finance,,customer_service,male,customer_success,customer success,,,accounting,united states,san francisco state university,sfsu.edu,2020,,
2012-11,BOX,2018-03-05,x3XKoBRDwdf4xr8tub2l3Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,manager,1900,education management,linkedin.com/company/the-college-board,united states,new york,"new york, new york, united states",new york,the college board,collegeboard.org,,network architect,engineering,network,engineering,female,systems,computer systems manager,,,,,,,,,
2015-02,BOX,2016-12-25,n3bqkBxRqawznq9pDyrmyw_0000,33,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,senior,2012,internet,linkedin.com/company/lever-,united states,san francisco,"san francisco, california, united states",california,lever,lever.co,,account executive,sales,accounts,sales,male,accounts,senior account executive,,,,,,,,,
2021-07,BOX,2021-08-29,DDh9k8M7kBYI16wcELtMQg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,australia,,,,,,,,2,manager,2009,information technology and services,linkedin.com/company/sprinklr,united states,new york,"new york, new york, united states",new york,sprinklr,sprinklr.com,manager,lead success manager,,,,,,success leader apac,,,,,,,,,
2018-12,BOX,2021-02-12,AETS8dIuaMovqZh3c80B6Q_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,,1855,higher education,linkedin.com/company/university-of-san-francisco,united states,san francisco,"san francisco, california, united states",california,university of san francisco,usfca.edu,senior,senior salesforce developer,sales,accounts,sales,,accounts,salesforce developer,,,,,,,,,
2014-09,BOX,2016-12-25,09uGLMnwgdSYRDw8ieHjoQ_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,2005,computer software,linkedin.com/company/soonr,united states,san jose,"san jose, california, united states",california,soonr,soonr.com,director,director of channel sales and development,sales,accounts,sales,female,business_development,enterprise sales and business development,bachelors,2003,theatre,united states,"california polytechnic state university, san luis obispo",calpoly.edu,2000,,11
2017-11,BOX,2021-02-12,kwoN3CuLSo3OKrhMlA2Vow_0000,32,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,,1925,aviation & aerospace,linkedin.com/company/pratt-&-whitney,united states,east hartford,"east hartford, connecticut, united states",connecticut,pratt & whitney,pw.utc.com,senior,senior recruiter,human_resources,recruiting,sales,male,accounts,sales recruiting,bachelors,2008,physical education,united states,sierra nevada college,unr.edu,2007,,9
2014-08,BOX,2018-10-11,UzBUUtYT326-yhYBzqTxTQ_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,training,,financial services,linkedin.com/company/fiverings,united states,,"new york, united states",new york,five rings,fiverings.com,,software engineer,engineering,software,engineering,male,software,software developer intern,,,electrical engineering,united states,princeton university,princeton.edu,2011,,
2023-03,BOX,2023-06-26,VC3yTrkdIVcOTEnGcTTHVw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,poland,masters,2022,international relations,,collegium civitas,civitas.edu.pl,2020,1,,1950,international affairs,linkedin.com/company/unhcr,switzerland,,"geneva, switzerland",geneva,unhcr,unhcr.org,senior,senior human resources assistant,human_resources,,human_resources,female,recruiting,recruiting coordinator ii,bachelors,2019,international relations,hungary,nemzeti közszolgálati egyetem,uni-nke.hu,2019,1,4
2022-02,BOX,2022-04-22,BlsTw7m52oTNKBsegCBm4g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2014,aviation & aerospace,linkedin.com/company/skydio,united states,san mateo,"san mateo, california, united states",california,skydio,skydio.com,,office operations associate,operations,,,,,workplace services specialist,bachelors,2019,management,united states,"university of california, merced",ucmerced.edu,2015,,3
2015-06,BOX,2021-08-27,tgRkAPiAM7fNtv9VYo22IQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,manager,2012,internet,linkedin.com/company/lyft,united states,san francisco,"san francisco, california, united states",california,lyft,lyft.com,manager,"senior growth marketing manager, driver engagement",marketing,brand_marketing,operations,male,,"program lead, customer retention and analytics",,,,,,,,,
2018-08,BOX,2021-09-08,bun5vigaW5n5VmAlvsz3gA_0000,62,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,1,senior,,non-profit organization management,linkedin.com/company/bayareacsocouncil,united states,,"california, united states",california,bay area cso council,,partner,"board member, member",,,operations,female,,"senior director, security operations",,,,,,,,,
2014-10,BOX,2019-12-07,GKmTNpJEEaxIJZ167EpNxA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,,,,,,,,,goodcompany nyc,,,freelance photographer - mercedes-benz lifestyle piece,,,,male,,freelance photographer,,,,,,,,,
