date,company_ticker,first_seen,person_id,age,company_founded,company_industry,company_linkedin_url,company_name,company_type,company_website,country,grad_degree_degree,grad_degree_end,grad_degree_major_1,grad_degree_school_location_country,grad_degree_school_name,grad_degree_school_website,grad_degree_start,job_duration,level,next_job_company_founded,next_job_company_industry,next_job_company_linkedin_url,next_job_company_location_country,next_job_company_location_locality,next_job_company_location_name,next_job_company_location_region,next_job_company_name,next_job_company_website,next_job_level,next_job_title,next_job_title_role,next_job_title_sub_role,role,sex,sub_role,title,undergrad_degree_degree,undergrad_degree_end,undergrad_degree_major_1,undergrad_degree_school_location_country,undergrad_degree_school_name,undergrad_degree_school_website,undergrad_degree_start,years_since_grad,years_since_undergrad
2016-09,BOX,2023-06-01,hWu8jS-zRTq-Ob1b1xgCJg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,tunisia,,,,,,,,2,,,,,,,,,vibes activation,,,responsable de projet,,,,,,responsable btl,,,,,,,,,
2019-11,BOX,2021-02-12,y1UoktGQgZFQcL5HL-Sc7A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,,,,,,,,1,vp,,,,,,,,check my contractor cmc,,owner,co-founder,,,,male,,canadian vice president,,,,,,,,,
2018-12,BOX,2023-09-07,IB6meAcUVcn1Q5Sv3GKbKg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,manager,2003,computer software,linkedin.com/company/automation-anywhere,united states,san jose,"san jose, california, united states",california,automation anywhere,automationanywhere.com,manager,"senior manager, integrated marketing",marketing,,media,male,,senior web production manager,bachelor of applied science,2006,marketing,,,,2001,,12
2017-02,BOX,2018-11-11,DUz7VuNbj2wpkMVdLgrZgg_0000,37,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,senior,1984,computer software,linkedin.com/company/blackberry,canada,waterloo,"waterloo, ontario, canada",ontario,blackberry,blackberry.com,,enterprise account manager,sales,accounts,sales,male,accounts,senior account executive,bachelors,2004,marketing,united states,san diego state university,sdsu.edu,2001,,13
2013-08,BOX,2016-12-25,XLaS8v5Q90Y3cVAHEzK18A_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,training,1977,information technology and services,linkedin.com/company/oracle,united states,austin,"austin, texas, united states",texas,oracle,oracle.com,,"customer experience up market representative, oracle direct",,,,male,,customer programs intern,bachelors,2013,business administration,united states,university of southern california,usc.edu,2010,,0
2016-08,BOX,2023-11-01,W9Rojh1Un5NDgodMFvENfw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,,software engineer,engineering,software,engineering,male,software,software engineering intern,,,,,,,,,
2014-03,BOX,2023-07-01,C-xaIZn1YG-JIlBwrB3kug_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,4,,1917,marketing and advertising,linkedin.com/company/grey,united states,new york,"new york, new york, united states",new york,grey,grey.com,,digital content editor,media,editorial,media,female,,media planner,bachelors,2010,,united states,georgia institute of technology,gatech.edu,2006,,4
2017-09,BOX,2018-11-11,B7W0GeDO2yo5bgzTuH5MJw_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,sweden,,,,,,,,4,,2008,computer software,linkedin.com/company/appdynamics,united states,san francisco,"san francisco, california, united states",california,appdynamics,appdynamics.com,manager,regional sales manager,sales,accounts,sales,female,accounts,enterprise account executive nordics,,,hospitality management,united kingdom,oxford brookes university,brookes.ac.uk,2009,,
2020-03,BOX,2020-03-02,9bzVSPms7mKRcToEBkVzuQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,,,,,,,,a&h cleaning services,,,assistant account manager,sales,accounts,,,,security and receptionist,,,,,,,,,
2021-09,BOX,2021-12-10,LtcrvFCi3Y6kwykbMml79w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,ireland,,,,,,,,1,,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,,account strategist,operations,,marketing,female,,marketing coordinator,bachelor of applied science,2018,tourism,germany,hochschule fresenius,hs-fresenius.de,2015,,3
2020-02,BOX,2023-06-01,Wv1wBozJjZgXOZFovYVfzA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,italy,,,,,,,,1,,,restaurants,linkedin.com/company/burger-king-restaurants-italia,italy,milan,"milan, lombardia, italy",lombardia,burger king restaurants italia,burgerking.it,,operatore,operations,,,female,,apprendista,,,,,,,,,
2020-08,BOX,2020-09-30,ngUIEv0k1DWfziR7Ydt5Og_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,3,,2014,computer software,linkedin.com/company/codainc,united states,san francisco,"san francisco, california, united states",california,coda,coda.io,,recruiting,human_resources,recruiting,human_resources,,recruiting,technical recruiting,bachelors,2011,sociology,honduras,uc santa barbara,ucsb.edu,2008,,9
2019-09,BOX,2021-02-18,uZHkxD5xvfFhFctfPW5wpg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,1890,higher education,linkedin.com/company/uchicago,united states,chicago,"chicago, illinois, united states",illinois,the university of chicago,uchicago.edu,,department of computer science teaching assistant,,,engineering,female,software,software engineering intern,,,computer science,united states,university of chicago,uchicago.edu,2016,,
2011-04,BOX,2016-12-25,tOVnATfNadvnrkvPV-2SfA_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,austria,,,,,,,,2,manager,,,,,,,,barbara reichard frisuren und schonheitswerkstatt,,,assistent,,,,female,,supervisor,,,,,,,,,
2024-02,BOX,2024-03-14,16QNo8SuvLLXuB8NmHbXfQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2006,computer software,linkedin.com/company/mulesoft,united states,san francisco,"san francisco, california, united states",california,mulesoft,mulesoft.com,,strategic account executive,sales,accounts,sales,female,accounts,enterprise account executive,bachelors,2013,english,australia,massey university,massey.ac.nz,2013,,11
2021-07,BOX,2023-07-31,1M5KEIvFsjWBXSFGYzxD1w_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,canada,,,,,,,,2,director,2014,financial services,linkedin.com/company/koho,canada,toronto,"toronto, ontario, canada",ontario,koho,koho.ca,senior,senior director of enterprise,,,,female,,"regional director of partnerships, canada",,,,,,,,,
2019-08,BOX,2021-06-10,iBEYpaoDw-iLQ3ppLYyRog_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,2014,financial services,linkedin.com/company/pnc-bank,united states,pittsburgh,"pittsburgh, pennsylvania, united states",pennsylvania,pnc,pnc.com,,finance development program analyst,finance,,marketing,male,,growth and strategy intern,,,real estate,united states,marquette university,marquette.edu,2016,,
2018-08,BOX,2022-06-13,lYjfPPyoSSWAkrS93BzkEQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2018,computer science,united states,university of illinois urbana - champaign,illinois.edu,2014,0,training,1867,higher education,linkedin.com/company/university-of-illinois-urbana-champaign,united states,champaign,"champaign, illinois, united states",illinois,university of illinois at urbana-champaign,illinois.edu,,graduate teaching assistant,,,engineering,,software,software development engineer intern,master of science,2018,computer science,united states,university of illinois urbana - champaign,illinois.edu,2014,0,0
2023-10,BOX,2023-12-18,gOWmKPrVlMac2H6BtoqIgQ_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,5,,2022,,linkedin.com/company/rockhop,united states,denver,"denver, colorado, united states",colorado,rockhop,rockhop.tech,,business development executive,sales,business_development,sales,male,accounts,platform account executive,bachelors,1992,business,united states,indiana university bloomington,bloomington.iu.edu,1988,,31
2018-07,BOX,2020-10-21,h3NuIEORBwvJcobE-Q9RDQ_0000,38,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,master of science,2007,computer science,united states,massachusetts institute of technology,mit.edu,2004,5,senior,2018,marketing and advertising,linkedin.com/company/parsnip-partners,united states,san francisco,"san francisco, california, united states",california,parsnip,parsnip.me,owner,co-founder,,,engineering,male,,senior engineer,bachelors,2002,computer science,united states,university of north carolina at chapel hill,unc.edu,1998,11,16
2013-10,BOX,2016-12-25,A8XGnE5wTRqTlSxdk6EJsA_0000,25,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,,2009,internet,linkedin.com/company/ampush,united states,new york,"new york, new york, united states",new york,ampush,ampush.com,,software engineer,engineering,software,customer_service,male,customer_success,customer success,bachelor of engineering,2011,electrical engineering,united states,dartmouth college,home.dartmouth.edu,2007,,2
2019-09,BOX,2023-09-05,ar8XZEq-KNrEm21annKnpg_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,,,,,,,,,0,,2011,computer software,linkedin.com/company/cloudcheckr,united states,rochester,"rochester, new york, united states",new york,cloudcheckr,cloudcheckr.com,,creative consultant,design,product_design,marketing,male,brand_marketing,content strategist user experience and user interface copywriting,,,,,,,,,
2012-07,BOX,2018-11-11,92AorBoWyjNDDE1Zmsfe3g_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,1,vp,2011,computer software,linkedin.com/company/bitcasa,united states,san mateo,"san mateo, california, united states",california,"bitcasa, inc.",bitcasa.com,vp,vice president and head of engineering,engineering,,engineering,male,,vice president - backend engineering,bachelors,1992,computer engineering,united states,brown university,brown.edu,1988,,20
2017-06,BOX,2019-09-09,xh-NMKTVOoYPAxfGh8Z8WA_0000,35,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,4,,1982,computer software,linkedin.com/company/adobe,united states,san jose,"san jose, california, united states",california,adobe,adobe.com,manager,tech lead,,,engineering,male,software,software engineer,bachelors,2004,computer science,united states,ucla,ucla.edu,1999,,13
2015-08,BOX,2017-12-04,R19DE0EWkihz6qGXKOgS1Q_0000,22,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,0,training,2007,information technology and services,linkedin.com/company/datto-inc,united states,norwalk,"norwalk, connecticut, united states",connecticut,datto,datto.com,,software engineer,engineering,software,operations,male,,platform operations intern,,,computer engineering,united states,rochester institute of technology,rit.edu,2011,,
2013-09,BOX,2017-12-04,Zm0DFwBmydo039EuibNgeQ_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,master of business administration,2013,,,university of florida,,2012,1,senior,1998,internet,linkedin.com/company/google,united states,mountain view,"mountain view, california, united states",california,google,google.com,,"regional program manager, education",education,,sales,female,accounts,senior account executive,bachelors,2006,marketing,,state university of new york college at fredonia,,2002,0,7
2021-10,BOX,2024-02-19,m7C4o2PSqtYoU3Cnsm826A_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,manager,1999,internet,linkedin.com/company/salesforce,united states,san francisco,"san francisco, california, united states",california,salesforce,salesforce.com,,"small business account executive, tableau",sales,accounts,,female,,lead generation,bachelors,2019,art history,united states,princeton university,princeton.edu,2015,,2
2022-09,BOX,2024-03-11,Vk79ajcS8d2mTaI-fThs0g_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,masters,2022,communications,japan,stanford university,stanford.edu,2022,0,training,2013,financial services,linkedin.com/company/earnest-llc,united states,san francisco,"san francisco, california, united states",california,earnest,earnest.com,,associate product manager,operations,product,,female,,gtm intern,bachelors,2022,political science and government,japan,stanford university,stanford.edu,2018,0,0
2013-08,BOX,2016-12-25,o4LrrxzfMHBIOz2HWomKRw_0000,28,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,management,united states,the wharton school,wharton.upenn.edu,2012,0,training,,,,,,,,hangtime,,training,product management intern,operations,product,sales,male,business_development,business development intern,bachelors,2007,engineering,united states,"university of california, berkeley",berkeley.edu,2003,,6
2021-06,BOX,2021-08-28,Gn090kHRL4P4AqyG5aRv3w_0000,28,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,2,,2008,internet,linkedin.com/company/twilio-inc-,united states,san francisco,"san francisco, california, united states",california,twilio,twilio.com,,account executive,sales,accounts,sales,female,accounts,commercial account executive,bachelors,2015,marketing,,california polytechnic state university - san luis obispo,,2011,,6
2023-02,BOX,2024-03-17,KNTs-y0BgH0SOBod8fYcYA_0000,,2005,internet,linkedin.com/company/box,Box,public,box.com,united states,,,,,,,,6,manager,1994,retail,linkedin.com/company/sony-interactive-entertainment-llc,united states,san mateo,"san mateo, california, united states",california,sony interactive entertainment,sonyinteractive.com,senior,senior benefits analyst,human_resources,compensation,human_resources,female,compensation,benefits manager,,,,,,,,,
2007-08,BOX,2016-12-25,eZjnUcmhBkAFyVK2gWWOmg_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,0,,1975,publishing,linkedin.com/company/professional-sports-publications,united states,new york,"new york, new york, united states",new york,professional sports publications,pspsports.com,manager,production manager and graphic designer,design,graphic_design,,female,,pre-press assistant,,,,,,,,,
2014-09,BOX,2019-12-07,lcfY-RnGUVZgbZhN8S8n1Q_0000,,2005,internet,linkedin.com/company/box,Box,private,box.com,united states,,,,,,,,2,senior,2012,internet,linkedin.com/company/coursera,united states,mountain view,"mountain view, california, united states",california,coursera,coursera.org,manager,product design manager,design,product,design,female,product,senior product designer,,,,,,,,,
